name,year,match_method,omdb_title,omdb_year,Plot,Genre_full,Actors_full,Writer_full,Director_full,imdbRating_omdb
Poltergeist,1982,exact,Poltergeist,1982,"A young family are visited by ghosts in their home. At first the ghosts appear friendly, moving objects around the house to the amusement of everyone, then they turn nasty and start to terrorise the family before they ""kidnap"" the youngest daughter.","Horror, Thriller","JoBeth Williams, Heather O'Rourke, Craig T. Nelson","Steven Spielberg, Michael Grais, Mark Victor",Tobe Hooper,7.3
48 Hrs.,1982,exact,48 Hrs.,1982,"Oddball cop and tough guy, Jack Cates is the only survivor of a cop shooting and in hunting down the murderer collects Reggie Hammond from jail for 48 hours. Hammond is oddly motivated to help. The killer is searching for his stash of cash. Cates and Hammond who have the Black-white, cop-crook thing to work out make surprisingly good partners as they navigate through the city looking for their suspect.","Action, Comedy, Crime","Nick Nolte, Eddie Murphy, Annette O'Toole","Roger Spottiswoode, Walter Hill, Larry Gross",Walter Hill,6.9
Star Trek II: The Wrath of Khan,1982,exact,Star Trek II: The Wrath of Khan,1982,"It is the 23rd century. Admiral James T. Kirk is an instructor at Starfleet Academy and feeling old; the prospect of attending his ship, the USS Enterprise--now a training ship--on a two-week cadet cruise does not make him feel any younger. But the training cruise becomes a deadly serious mission when his nemesis Khan Noonien Singh--infamous conqueror from late 20th century Earth--appears after years of exile. Khan later revealed that the planet Ceti Alpha VI exploded, and shifted the orbit of the fifth planet as a Mars-like haven. He begins capturing Project Genesis, a top secret device holding the power of creation itself, and schemes the utter destruction of Kirk.","Action, Adventure, Sci-Fi","William Shatner, Leonard Nimoy, DeForest Kelley","Gene Roddenberry, Jack B. Sowards, Harve Bennett",Nicholas Meyer,7.7
Paradise,1982,exact,Paradise,1982,"In the Victorian period, two teenagers, David and Sarah, travel with a caravan from Baghdad to Damascus. At an oasis, the white slave agent known as the Jackal raids them, mainly to add the beautiful young Sarah to his harem. Only David and Sarah narrowly escape, and all the others are slayed in the massacre. Their flight leads them to a beautiful oasis - their paradise - where they discover love and sex. However, the Jackal has not given up on Sarah yet, and David must lure him to his death, or be killed by him.","Adventure, Romance","Willie Aames, Phoebe Cates, Tuvia Tavi",Stuart Gillard,Stuart Gillard,4.9
The Last American Virgin,1982,exact,The Last American Virgin,1982,"The friendship of a group of young friends struggling with teen sex, drugs, and work is jeopardized by a romantic interest which may turn pals into bitter rivals.","Comedy, Drama, Romance","Lawrence Monoson, Diane Franklin, Steve Antin",Boaz Davidson,Boaz Davidson,6.3
Sophie's Choice,1982,exact,Sophie's Choice,1982,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust. They befriend Stingo, the movie's narrator, a young American writer new to New York City. But the happiness of Sophie and Nathan is endangered by her ghosts and his obsessions.","Drama, Romance","Meryl Streep, Kevin Kline, Peter MacNicol","William Styron, Alan J. Pakula",Alan J. Pakula,7.5
Gandhi,1982,exact,Gandhi,1982,"In 1893, Mohandas K. Gandhi is thrown off a South African train for being an Indian and traveling in a first class compartment. Gandhi realizes that the laws are biased against Indians and decides to start a non-violent protest campaign for the rights of all Indians in South Africa. After numerous arrests and the unwanted attention of the world, the government finally relents by recognizing rights for Indians, though not for the native blacks of South Africa. After this victory, Gandhi is invited back to India, where he is now considered something of a national hero. He is urged to take up the fight for India's independence from the British Empire. Gandhi agrees, and mounts a non-violent non-cooperation campaign of unprecedented scale, coordinating millions of Indians nationwide. There are some setbacks, such as violence against the protesters and Gandhi's occasional imprisonment. Nevertheless, the campaign generates great attention, and Britain faces intense public pressure. Too weak from World War II to continue enforcing its will in India, Britain finally grants India's independence. Indians celebrate this victory, but their troubles are far from over. Religious tensions between Hindus and Muslims erupt into nation-wide violence. Gandhi declares a hunger strike, saying he will not eat until the fighting stops. The fighting does stop eventually, but the country is divided. It is decided that the northwest area of India, and eastern part of India (current day Bangladesh), both places where Muslims are in the majority, will become a new country called Pakistan (West and East Pakistan respectively). It is hoped that by encouraging the Muslims to live in a separate country, violence will abate. Gandhi is opposed to the idea, and is even willing to allow Muhammad Ali Jinnah to become the first prime minister of India, but the Partition of India is carried out nevertheless. Gandhi spends his last days trying to bring about peace between both nations. He thereby angers many dissidents on both sides, one of whom finally gets close enough to assassinate him.","Biography, Drama, History","Ben Kingsley, John Gielgud, Rohini Hattangadi",John Briley,Richard Attenborough,8.0
Tootsie,1982,exact,Tootsie,1982,"Michael Dorsey is an unemployed actor with an impossible reputation. In order to find work and fund his friend's play he dresses as a woman, Dorothy Michaels, and lands the part in a daytime drama. Dorsey loses himself in this woman role and essentially becomes Dorothy Michaels, captivating women all around the city and inspiring them to break free from the control of men and become more like Dorsey's initial identity. This newfound role, however, lands Dorsey in a hot spot between a female friend/'lover,' a female co-star he falls in love with, that co-star's father who falls in love with him, and a male co-star who yearns for his affection.","Comedy, Drama, Romance","Dustin Hoffman, Jessica Lange, Teri Garr","Don McGuire, Larry Gelbart, Murray Schisgal",Sydney Pollack,7.4
Tron,1982,exact,Tron,1982,"Hacker/arcade owner Kevin Flynn is digitally broken down into a data stream by a villainous software pirate known as Master Control and reconstituted into the internal, 3-D graphical world of computers. It is there, in the ultimate blazingly colorful, geometrically intense landscapes of cyberspace, that Flynn joins forces with Tron to outmaneuver the Master Control Program that holds them captive in the equivalent of a gigantic, infinitely challenging computer game.","Action, Adventure, Sci-Fi","Jeff Bridges, Bruce Boxleitner, David Warner","Steven Lisberger, Bonnie MacBird",Steven Lisberger,6.7
The Secret of NIMH,1982,exact,The Secret of NIMH,1982,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she suspected.","Animation, Adventure, Drama","Elizabeth Hartman, Derek Jacobi, Dom DeLuise","Robert C. O'Brien, Don Bluth, John Pomeroy",Don Bluth,7.5
The King of Comedy,1982,exact,The King of Comedy,1982,"Rupert Pupkin is obsessed with becoming a comedy great. However, when he confronts his idol, talk show host Jerry Langford, with a plea to perform on the Jerry's show, he is only given the run-around. He does not give up, however, but persists in stalking Jerry until he gets what he wants. Eventually he must team up with his psychotic Langford-obsessed friend Masha to kidnap the talk show host in hopes of finally getting to perform his stand-up routine.","Comedy, Crime, Drama","Robert De Niro, Jerry Lewis, Diahnne Abbott",Paul D. Zimmerman,Martin Scorsese,7.8
Rocky III,1982,exact,Rocky III,1982,"Sylvester Stallone returns to the character which made him famous in this wildly successful sequel. Rocky III starts with the Italian Stallion so famous that his likeness is everywhere, including pinball machines. Fame and complacency soon cause Balboa to lose his title to young thug Clubber Lang ( Mr. T ), who inadvertently causes the death of Rocky's beloved trainer, Mickey (Burgess Meredith), before their first championship bout. After sinking into a depression, Balboa must regain the love and support of his family, as well as the elusive ""eye of the tiger,"" the hungry need to beat the opponent which former foe Apollo Creed (Carl Weathers) teaches him during this film's training sequence. In the end, Balboa faces off against Lang for a second time.","Drama, Sport","Sylvester Stallone, Talia Shire, Burt Young",Sylvester Stallone,Sylvester Stallone,6.9
The Beastmaster,1982,exact,The Beastmaster,1982,"Dar, the son of a king, is hunted by a priest after his birth, he is rescued from a cult ritual by his newly adopted father and taken to be raised in a humble village where he learns he has the ability to communicate with animals. When he becomes a grown man, his new father and village home are murdered by the priests followers. Dar begins his quest for revenge, befriending several animals along the way.","Action, Adventure, Fantasy","Marc Singer, Tanya Roberts, Rip Torn","Don Coscarelli, Paul Pepperman, Andre Norton",Don Coscarelli,6.2
Creepshow,1982,exact,Creepshow,1982,Five tales of terror are presented. The first deals with a demented old man returning from the grave to get the Father's Day cake his murdering daughter never gave him. The second is about a not-too-bright farmer discovering a meteor that turns everything into plant-life. The third is about a vengeful husband burying his wife and her lover up to their necks on the beach. The fourth is about a creature that resides in a crate under the steps of a college. The final story is about an ultra-rich businessman who gets his comeuppance from cockroaches.,"Comedy, Fantasy, Horror","Hal Holbrook, Leslie Nielsen, Adrienne Barbeau",Stephen King,George A. Romero,6.8
